title,author,link,hours,mins,total_mins,total_hours,total_days
Children of Time,Adrian Tchaikovsky,https://www.audible.com/pd/Children-of-Time-Audiobook/B071Y9TTHC?qid=1686833353&sr=1-162&ref=a_search_c3_lProduct_9_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,31.0,991.0,16.52,0.69
Imperfect Parenting,Brittney Serpell,https://www.audible.com/pd/Imperfect-Parenting-Audiobook/B0C5YFHQS5?qid=1686833353&sr=1-163&ref=a_search_c3_lProduct_9_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,2.0,362.0,6.03,0.25
Chasing Love,Kat T. Masen,https://www.audible.com/pd/Chasing-Love-Audiobook/B0C4QGNGFT?qid=1686833353&sr=1-164&ref=a_search_c3_lProduct_9_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,17.0,797.0,13.28,0.55
A Very Grumpy Father's Day,Kayley Loring,https://www.audible.com/pd/A-Very-Grumpy-Fathers-Day-Audiobook/B0C415NHTD?qid=1686833353&sr=1-165&ref=a_search_c3_lProduct_9_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,28.0,208.0,3.47,0.14
Meet Me at the Lake,Carley Fortune,https://www.audible.com/pd/Meet-Me-at-the-Lake-Audiobook/B0BFT4PTD8?qid=1686833353&sr=1-166&ref=a_search_c3_lProduct_9_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,56.0,596.0,9.93,0.41
Identity,Nora Roberts,https://www.audible.com/pd/Identity-Audiobook/B0BH9DDVMK?qid=1686833353&sr=1-167&ref=a_search_c3_lProduct_9_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,4.0,904.0,15.07,0.63
Elon Musk,Walter Isaacson,https://www.audible.com/pd/Elon-Musk-Audiobook/B0BX4SCV1V?qid=1686833353&sr=1-168&ref=a_search_c3_lProduct_9_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,22.0,,,,
The Handler,"L.T. Ryan, C.R. Gray",https://www.audible.com/pd/The-Handler-Audiobook/B0BSMJW3NK?qid=1686833353&sr=1-169&ref=a_search_c3_lProduct_9_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,11.0,491.0,8.18,0.34
8 Rules of Love,Jay Shetty,https://www.audible.com/pd/8-Rules-of-Love-Audiobook/B0BBS752S1?qid=1686833353&sr=1-170&ref=a_search_c3_lProduct_9_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,21.0,621.0,10.35,0.43
Mile High,Liz Tomforde,https://www.audible.com/pd/Mile-High-Audiobook/B0C2W13X3N?qid=1686833353&sr=1-171&ref=a_search_c3_lProduct_9_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,48.0,1008.0,16.8,0.7
Cherish,Tracy Wolff,https://www.audible.com/pd/Cherish-Audiobook/B0BX4NG8VX?qid=1686833353&sr=1-172&ref=a_search_c3_lProduct_9_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,17.0,25.0,1045.0,17.42,0.73
Why Women Deserve Less,Myron Gaines,https://www.audible.com/pd/Why-Women-Deserve-Less-Audiobook/B0BZT8WL2Q?qid=1686833353&sr=1-173&ref=a_search_c3_lProduct_9_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,3.0,123.0,2.05,0.09
The Postcard,"Anne Berest, Tina Kover - translator",https://www.audible.com/pd/The-Postcard-Audiobook/B0C2JDVYV7?qid=1686833353&sr=1-174&ref=a_search_c3_lProduct_9_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,12.0,792.0,13.2,0.55
Romantic Comedy (Reese's Book Club),Curtis Sittenfeld,https://www.audible.com/pd/Romantic-Comedy-Audiobook/B0BH9B76X6?qid=1686833353&sr=1-175&ref=a_search_c3_lProduct_9_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,5.0,545.0,9.08,0.38
The Turning of Our Bones,Ed James,https://www.audible.com/pd/The-Turning-of-Our-Bones-Audiobook/B0BSR8XTDF?qid=1686833353&sr=1-176&ref=a_search_c3_lProduct_9_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,50.0,770.0,12.83,0.53
Final Offer,Lauren Asher,https://www.audible.com/pd/Final-Offer-Audiobook/B0BW9RC4YK?qid=1686833353&sr=1-177&ref=a_search_c3_lProduct_9_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,58.0,958.0,15.97,0.67
Kascius,Dale Mayer,https://www.audible.com/pd/Kascius-Audiobook/B0C62DXCCY?qid=1686833353&sr=1-178&ref=a_search_c3_lProduct_9_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,48.0,348.0,5.8,0.24
How a Realist Hero Rebuilt the Kingdom: Volume 2,Dojyomaru,https://www.audible.com/pd/How-a-Realist-Hero-Rebuilt-the-Kingdom-Volume-2-Audiobook/B0C5S3W7MV?qid=1686833353&sr=1-179&ref=a_search_c3_lProduct_9_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,30.0,510.0,8.5,0.35
Lady Tan's Circle of Women,Lisa See,https://www.audible.com/pd/Lady-Tans-Circle-of-Women-Audiobook/B0BK73DYVT?qid=1686833353&sr=1-180&ref=a_search_c3_lProduct_9_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,15.0,795.0,13.25,0.55
The City of Cutthroats,"Torsten Weitze, Tim Casey - translator",https://www.audible.com/pd/The-City-of-Cutthroats-Audiobook/B0C5NLVF8H?qid=1686833361&sr=1-181&ref=a_search_c3_lProduct_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,21.0,58.0,1318.0,21.97,0.92
Between Commitment and Betrayal,Shain Rose,https://www.audible.com/pd/Between-Commitment-and-Betrayal-Audiobook/B0C2QQ64SN?qid=1686833361&sr=1-182&ref=a_search_c3_lProduct_10_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,7.0,607.0,10.12,0.42
That Time I Got Drunk and Saved a Demon,Kimberly Lemming,https://www.audible.com/pd/That-Time-I-Got-Drunk-and-Saved-a-Demon-Audiobook/B0C6BJQHJ8?qid=1686833361&sr=1-183&ref=a_search_c3_lProduct_10_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,25.0,445.0,7.42,0.31
The Will of the Many,James Islington,https://www.audible.com/pd/The-Will-of-the-Many-Audiobook/B0BXTL5Y9C?qid=1686833361&sr=1-184&ref=a_search_c3_lProduct_10_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,28.0,14.0,1694.0,28.23,1.18
Disorganized Attachment No More!,Taha Zaid,https://www.audible.com/pd/Disorganized-Attachment-No-More-Audiobook/B0C6C6LXXH?qid=1686833361&sr=1-185&ref=a_search_c3_lProduct_10_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,11.0,191.0,3.18,0.13
Women with ADHD,"Sarah Davis, Linda Hill",https://www.audible.com/pd/Women-with-ADHD-Audiobook/B0BHZXZ6WF?qid=1686833361&sr=1-186&ref=a_search_c3_lProduct_10_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,37.0,217.0,3.62,0.15
Scattered Minds,Gabor Maté MD,https://www.audible.com/pd/Scattered-Minds-Audiobook/B0BS9XXKHX?qid=1686833361&sr=1-187&ref=a_search_c3_lProduct_10_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,59.0,659.0,10.98,0.46
On Our Best Behavior,Elise Loehnen,https://www.audible.com/pd/On-Our-Best-Behavior-Audiobook/B0BNQYV1NB?qid=1686833361&sr=1-188&ref=a_search_c3_lProduct_10_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,54.0,714.0,11.9,0.5
Only the Dead,Jack Carr,https://www.audible.com/pd/Only-the-Dead-Audiobook/B0BJ13SVSB?qid=1686833361&sr=1-189&ref=a_search_c3_lProduct_10_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,17.0,917.0,15.28,0.64
The Untethered Soul,Michael A. Singer,https://www.audible.com/pd/The-Untethered-Soul-Audiobook/B006IE4OY0?qid=1686833361&sr=1-190&ref=a_search_c3_lProduct_10_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,11.0,371.0,6.18,0.26
Born a Crime,Trevor Noah,https://www.audible.com/pd/Born-a-Crime-Audiobook/B01IW9TQPK?qid=1686833361&sr=1-191&ref=a_search_c3_lProduct_10_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,44.0,524.0,8.73,0.36
Sapiens,Yuval Noah Harari,https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q?qid=1686833361&sr=1-192&ref=a_search_c3_lProduct_10_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,18.0,918.0,15.3,0.64
Open,Andre Agassi,https://www.audible.com/pd/Open-Audiobook/B0034CZ2PY?qid=1686833361&sr=1-193&ref=a_search_c3_lProduct_10_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,18.0,4.0,1084.0,18.07,0.75
The Hitchhiker's Guide to the Galaxy,Douglas Adams,https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS?qid=1686833361&sr=1-194&ref=a_search_c3_lProduct_10_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,51.0,351.0,5.85,0.24
Shoe Dog,Phil Knight,https://www.audible.com/pd/Shoe-Dog-Audiobook/B01CRM17MS?qid=1686833361&sr=1-195&ref=a_search_c3_lProduct_10_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,21.0,801.0,13.35,0.56
I Keep My Exoskeletons to Myself,Marisa Crane,https://www.audible.com/pd/I-Keep-My-Exoskeletons-to-Myself-Audiobook/B0BHNSTYMZ?qid=1686833361&sr=1-196&ref=a_search_c3_lProduct_10_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,29.0,509.0,8.48,0.35
System Reborn Vol 3 & 4,Kaz Hunter,https://www.audible.com/pd/System-Reborn-Vol-3-4-Audiobook/B0C7LMQ3R8?qid=1686833361&sr=1-197&ref=a_search_c3_lProduct_10_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,59.0,659.0,10.98,0.46
The Return of the Gods,Jonathan Cahn,https://www.audible.com/pd/The-Return-of-the-Gods-Audiobook/B0BBNCLWF3?qid=1686833361&sr=1-198&ref=a_search_c3_lProduct_10_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,34.0,514.0,8.57,0.36
Yellowface,R. F. Kuang,https://www.audible.com/pd/Yellowface-Audiobook/B0BCBYC42P?qid=1686833361&sr=1-199&ref=a_search_c3_lProduct_10_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,39.0,519.0,8.65,0.36
Red Rising,Pierce Brown,https://www.audible.com/pd/Red-Rising-Audiobook/B00I2VWW5U?qid=1686833361&sr=1-200&ref=a_search_c3_lProduct_10_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5HXKCVN8RQTXABMYQM0D&pageLoadId=VsI9o1qQAWoIXKZN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,12.0,972.0,16.2,0.68
Dragon Heist,Alexander C. Kane,https://www.audible.com/pd/Dragon-Heist-Audiobook/B0BZ5J7R8D?qid=1686833367&sr=1-201&ref=a_search_c3_lProduct_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,7.0,547.0,9.12,0.38
Highest Bidder,Sara Cate,https://www.audible.com/pd/Highest-Bidder-Audiobook/B0C1CWYQMY?qid=1686833367&sr=1-202&ref=a_search_c3_lProduct_11_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,2.0,602.0,10.03,0.42
The Right Call,Sally Jenkins,https://www.audible.com/pd/The-Right-Call-Audiobook/B0BJRTKQZ4?qid=1686833367&sr=1-203&ref=a_search_c3_lProduct_11_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,15.0,435.0,7.25,0.3
From the Grave,Kresley Cole,https://www.audible.com/pd/From-the-Grave-Audiobook/B0C37WZPGQ?qid=1686833367&sr=1-204&ref=a_search_c3_lProduct_11_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,54.0,714.0,11.9,0.5
Battlefield Reclaimer,David North,https://www.audible.com/pd/Battlefield-Reclaimer-Audiobook/B0C59KWLXP?qid=1686833367&sr=1-205&ref=a_search_c3_lProduct_11_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,20.0,4.0,1204.0,20.07,0.84
Spare,Prince Harry The Duke of Sussex,https://www.audible.com/pd/Spare-Audiobook/B0BJ4X9D2F?qid=1686833367&sr=1-206&ref=a_search_c3_lProduct_11_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,39.0,939.0,15.65,0.65
Outlive,"Peter Attia MD, Bill Gifford - contributor",https://www.audible.com/pd/Outlive-Audiobook/B0B6444XS3?qid=1686833367&sr=1-207&ref=a_search_c3_lProduct_11_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,17.0,7.0,1027.0,17.12,0.71
Death Loot & Vampires: A LitRPG Adventure,Benjamin Kerei,https://www.audible.com/pd/Death-Loot-Vampires-A-LitRPG-Adventure-Audiobook/B0C1PCV71N?qid=1686833367&sr=1-208&ref=a_search_c3_lProduct_11_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,1.0,601.0,10.02,0.42
Yours Truly,Abby Jimenez,https://www.audible.com/pd/Yours-Truly-Audiobook/B0BBZDH6RF?qid=1686833367&sr=1-209&ref=a_search_c3_lProduct_11_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,23.0,683.0,11.38,0.47
Soul Boom,Rainn Wilson,https://www.audible.com/pd/Soul-Boom-Audiobook/B0BCBW55MB?qid=1686833367&sr=1-210&ref=a_search_c3_lProduct_11_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,3.0,543.0,9.05,0.38
The Diva Delivers on a Promise,Krista Davis,https://www.audible.com/pd/The-Diva-Delivers-on-a-Promise-Audiobook/B0C1ZTB5KQ?qid=1686833367&sr=1-211&ref=a_search_c3_lProduct_11_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,27.0,507.0,8.45,0.35
System Collapse,Martha Wells,https://www.audible.com/pd/System-Collapse-Audiobook/B0C5N9FNB4?qid=1686833367&sr=1-212&ref=a_search_c3_lProduct_11_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,45.0,405.0,6.75,0.28
Unfortunately Yours,Tessa Bailey,https://www.audible.com/pd/Unfortunately-Yours-Audiobook/B0BGMMN2CJ?qid=1686833367&sr=1-213&ref=a_search_c3_lProduct_11_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,52.0,652.0,10.87,0.45
Tell Me Everything,Minka Kelly,https://www.audible.com/pd/Tell-Me-Everything-Audiobook/B0BHZSSRFG?qid=1686833367&sr=1-214&ref=a_search_c3_lProduct_11_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,40.0,520.0,8.67,0.36
Quantum Supremacy,Michio Kaku,https://www.audible.com/pd/Quantum-Supremacy-Audiobook/B0BKTRKJ1H?qid=1686833367&sr=1-215&ref=a_search_c3_lProduct_11_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,41.0,641.0,10.68,0.44
The Echo of Old Books,Barbara Davis,https://www.audible.com/pd/The-Echo-of-Old-Books-Audiobook/B0BLZNJ3X8?qid=1686833367&sr=1-216&ref=a_search_c3_lProduct_11_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,8.0,788.0,13.13,0.55
The Paris Daughter,Kristin Harmel,https://www.audible.com/pd/The-Paris-Daughter-Audiobook/B0BK74MSKZ?qid=1686833367&sr=1-217&ref=a_search_c3_lProduct_11_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,7.0,727.0,12.12,0.5
The Wind Knows My Name,"Isabel Allende, Frances Riddle - translator",https://www.audible.com/pd/The-Wind-Knows-My-Name-Audiobook/B0BJ58Y9SB?qid=1686833367&sr=1-218&ref=a_search_c3_lProduct_11_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,59.0,479.0,7.98,0.33
A Little Life,Hanya Yanagihara,https://www.audible.com/pd/A-Little-Life-Audiobook/B0BJ7RH25W?qid=1686833367&sr=1-219&ref=a_search_c3_lProduct_11_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,32.0,51.0,1971.0,32.85,1.37
"One Nation Under Blackmail, Vol. 1",Whitney Alyse Webb,https://www.audible.com/pd/One-Nation-Under-Blackmail-Vol-1-Audiobook/B0BYQ98SF3?qid=1686833367&sr=1-220&ref=a_search_c3_lProduct_11_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8TTBJN5R2M0ZNTZ3YPMP&pageLoadId=55DwtEdVgsDgJwAr&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,18.0,16.0,1096.0,18.27,0.76
So Many Steves,"Steve Martin, Adam Gopnik",https://www.audible.com/pd/So-Many-Steves-Audiobook/B0BYPKXGPN?qid=1686833374&sr=1-221&ref=a_search_c3_lProduct_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,46.0,166.0,2.77,0.12
