property_name,property_price,property_location,property_bedrooms,property_bathrooms,property_size,real_estate_agent
,"KSh 58,000,000","Jumba Ruins, Mtwapa",3,,1 ac,Sky Miles Properties
,"KSh 6,300,000",Ngong,3,,1500 m²,Leilach Properties
,"KSh 14,480,000","Mombasa, Nyali Area, Nyali",2,,133 m²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 12,850,000","2060, Casaurina Rd., Malindi",3,,,Palmville Realtors
,"KSh 115,000,000","Karen Academy road, Karen",6,,540 m²,Mapema Properties
,"KSh 55,000,000","Off Isinya Road, Kiserian",4,,6 ac,Knight Frank Kenya
,"KSh 12,600,000","Easternville, Kamakis, Ruiru",4,,,Jayhenrys Holdings Limited
,"KSh 6,000,000",Kitengela,3,,,Halsey Realtors
,"KSh 105,000,000",Lavington,5,,700 m²,Splendor Holdings
,"KSh 50,000,000","O, Hillcrest road, Karen",4,,400 m²,Mapema Properties
,"KSh 45,000,000","Aloo drive, Mtwapa",3,,1000 m²,Sky Miles Properties
,"KSh 80,000,000","Kikambala,kikambala,kilifi county, Kikambala,kikambala,kilif county, Vipingo",4,,200 m²,Samfrance properties
,"KSh 40,000,000","westlands, Brookside, Westlands",4,,,Hanspace Limited
,"KSh 60,000,000",Lavington,5,,,Citiscape Valuers & Estate Agents Ltd
,"KSh 9,450,000",Kenyatta Road,3,,,Nairobi and Beyond Realty
,"KSh 170,000,000","Nyali, Nyali Bridge, Mombasa CBD, Mombasa Island",4,,3567 ft²,Benford Homes
,"KSh 90,000,000","O, Karen miotoni road, Karen",5,,540 m²,Mapema Properties
,"KSh 17,000,000","akiba, South B",4,,,Metrocosmo Limited
,"KSh 17,000,000","Vipingo Ridge Road, Vipingo",3,,210 m²,Vipingo Development limited
,"KSh 7,500,000",Mtwapa,3,,,Furaha Properties
,"KSh 120,000,000","Links road, Nyali Area, Nyali",4,,400 m²,Samfrance properties
,"KSh 85,000,000",Karen,4,,3500 ft²,Leilach Properties
,"KSh 145,000,000","Munderendu Road, Langata",5,,,Knight Frank Kenya
,"KSh 15,900,000","1, Namanga Road, Kitengela",4,,250 m²,Westside Real Estate
,"KSh 75,000,000","Vipingo,vipingo,kilifi, Vipingo ,vipingo,kilifi, Kikambala",4,,10000 ft²,Samfrance properties
,"KSh 55,000,000","Nyali Area, Nyali",4,,,Furaha Properties
,"KSh 6,000,000",Kitengela,3,,1800 ft²,Leilach Properties
,"KSh 75,000,000",Karen Hardy,4,,,Unique Listings Limited
,"KSh 68,500,000","N/A, Off Peponi Rd, Westlands Area, Westlands",5,,5500 ft²,Coral Property International Ltd
,"KSh 17,000,000",Syokimau,4,,222 m²,Litana Investments
,"KSh 110,000,000","Kizingo, Mombasa Island",6,,,Arneel Homes
,"KSh 90,000,000",Kilimani,5,,,Splendour Real Estate
,"KSh 80,000,000","Kyuna, Westlands",4,,,Coral Property International Ltd
,"KSh 28,000,000",Kiambu Road,4,,480 m²,Isebania Management Systems
,"KSh 120,000,000","David Osieli Road, Nairobi, Rhapta Road, Westlands",6,,,Coral Property International Ltd
,"KSh 120,000,000","Loresho, Westlands",5,,,A-List Real Estate
,"KSh 80,000,000","Mukoma road, Karen",4,,544 m²,Mapema Properties
,"KSh 100,000,000","Lower Kabete, Westlands",5,,550 m²,Glo Realtors
,"KSh 6,900,000",Syokimau,2,,105 m²,Litana Investments
,"KSh 220,863,379","Kibo Lane, Karen",5,,,Knight Frank Kenya
,"KSh 8,700,000",Kitengela,4,,5000 ft²,Litana Investments
,"KSh 5,600,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 120,000,000",Lavington,5,,,Sky Limits Ventures
,"KSh 47,000,000","Karen Kikeni road, Karen",4,,540 m²,Mapema Properties
,"KSh 22,000,000","Watamu jacaranda Rd, Watamu",3,,1 ac,Fab Real Estate
,"KSh 110,000,000","O, Ushirika road, Karen",5,,,Mapema Properties
,"KSh 49,000,000","Lower Kabete, Westlands",4,,,Coral Property International Ltd
,"KSh 6,950,000",Diani,3,,450 m²,Mizizi Africa Homes
,"KSh 87,500,000","Runda, Westlands",5,,,Jubilee Real Estate
,"KSh 79,500,000","Mukima Ridge, Nanyuki",4,,15 ac,Knight Frank Kenya
,"KSh 26,000,000","Utange, Bamburi",6,,1000 m²,Samfrance properties
,"KSh 40,000,000",Kilimani,4,,,Leti Realty Limited
,"KSh 95,000,000","Nandi road, Karen",5,,544 m²,Mapema Properties
,"KSh 22,000,000",Langata,4,,,Pam Golding Properties
,"KSh 70,000,000","Westlands Area, Westlands",5,,,Coral Property International Ltd
,"KSh 29,950,000",Kiambu Road,4,,300 m²,The Manis Real Estate
,"KSh 55,000,000",Lavington,5,,,Rockfield Management Ltd
,"KSh 105,000,000",Karen,5,,,Pam Golding Properties
,"KSh 87,000,000","Bogani Rd, Karen",6,,,Simkar Group Limited
,"KSh 75,000,000",Karen,4,,,Wilnas Property Ltd
,"KSh 60,000,000","Nyali Area, Nyali",5,,,Joslink Property Group
,"KSh 35,000,000","Nyali Area, Nyali",4,,,Arneel Homes
,"KSh 11,850,000","Casaurina, Casaurina Rd., Malindi",3,,10000 m²,Palmville Realtors
,"KSh 70,000,000",Karen,4,,,High-Tower Realtors
,"KSh 85,000,000",Lavington,5,,,Olympia Gold Real Estate
,"KSh 59,000,000","Windsor, Roysambu",4,,,Crystal Valuers LTD
,"KSh 27,000,000",Thika Road,4,,,Pam Golding Properties
,"KSh 60,000,000","mtwapa, Mtwapa",5,,2 ac,Benford Homes
,"KSh 12,500,000",Athi River,3,,,
,"KSh 65,000,000",Vipingo,4,,,Knight Frank Kenya
,"KSh 15,500,000","World bank Estate, Changamwe",4,,,Tysons Limited
,"KSh 27,000,000","Kahawa Sukari, Roysambu",5,,,Tysons Limited
,"KSh 20,000,000",Athi River,4,,,Pam Golding Properties
,"KSh 75,000,000",Karen,4,,,Tysons Limited
,"KSh 6,000,000",Juja,3,,2400 ft²,Litana Investments
,"KSh 122,701,877","Ndege Road, Karen",4,,,Knight Frank Kenya
,"KSh 72,000,000","Lewa, Nanyuki",3,,10 ac,Knight Frank Kenya
,"KSh 6,000,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 29,000,000","Fourways Junction Estate, Kiambu Road",4,,205 m²,Royani Properties Limited
,"KSh 6,500,000",Kitengela,4,,,Blu cherryDUPLICATE
,"KSh 80,000,000","Runda, Westlands",6,,,Unique Listings Limited
,"KSh 10,000,000",Kenyatta Road,3,,,MK PROPERTIES
,"KSh 120,000,000",Karen Hardy,5,,600 m²,Glo Realtors
,"KSh 15,000,000","Mona Park Estate, Ruiru Kimbo, Ruiru",4,,186 m²,Crystal Valuers LTD
,"KSh 150,000,000",Diani,6,,,Furaha Properties
,"KSh 22,500,000",South C,4,,,Citiscape Valuers & Estate Agents Ltd
,"KSh 11,500,000","Rongai, Rimpa, Ongata Rongai",6,,,Haki Homes
,"KSh 43,000,000",Shanzu,4,,,Furaha Properties
,"KSh 8,500,000","00232, green castle, Kenyatta Road",3,,3200 ft²,Executive Living Africa Ltd
,"KSh 64,000,000",Lavington,5,,,Pam Golding Properties
,"KSh 63,950,000",Kiambu Road,5,,396 m²,Tysons Limited
,"KSh 70,000,000","Ngecha Road, Kitisuru, Westlands",4,,,Laser Property Services Ltd
,"KSh 48,000,000","Convent drive Lavington, Lavington",4,,,Lavington Property Management
,"KSh 10,000,000","off Mumias Road, Buruburu",3,,,Ryden International
,"KSh 550,000,000","miotoni road, Karen",8,,68880 m²,Mapema Properties
,"KSh 28,500,000","Bomani, Kikambala",6,,2 ac,Sky Miles Properties
,"KSh 4,500,000",Kilifi,2,,,
,"KSh 25,500,000","Nyali Area, Nyali",5,,,KRUSS Properties
,"KSh 20,000,000","Kiganjo Rd, Ruiru",4,,230 m²,Jayhenrys Holdings Limited
,"KSh 6,000,000","Ongata Rongai, Rimpa",3,,130 m²,Homeken Limited
,"KSh 60,000,000",Karen,4,,443 m²,Kenya Classic Homes
,"KSh 13,000,000",South B,3,,,Villawatch Limited
,"KSh 85,000,000","Shanzu road, Spring Valley, Westlands",4,,6500 ft²,Rockfield Management Ltd
,"KSh 135,000,000","Runda, Westlands",4,,,Coral Property International Ltd
,"KSh 37,000,000","Wilson, phenom Park estate, Langata",4,,,Second Exodus Realtors
,"KSh 34,000,000",Kitengela,4,,,Tysons Limited
,"KSh 40,000,000",Lavington,5,,,Leti Realty Limited
,"KSh 60,000,000",Lavington,5,,,Pam Golding Properties
,"KSh 99,000,000",Karen,5,,650 m²,Splendor Holdings
,"KSh 75,000,000","Nyali, Greenwood Nyali, Nyali Area",4,,2000 m²,Sky Miles Properties
,"KSh 10,000,000",Ngong,3,,464 m²,Litana Investments
,"KSh 16,000,000","Utange, Bamburi",4,,,Furaha Properties
,"KSh 42,000,000",Lavington,5,,,Pam Golding Properties
,"KSh 25,000,000","Fourways Junction Estate, Kiambu Road",3,,506 m²,Royani Properties Limited
,"KSh 45,000,000","Nyali Area, Nyali",5,,,Arneel Homes
,"KSh 90,000,000","Kigwa Springs Close, Ridgeways",4,,,Sheridan Agency
,"KSh 135,000,000","Bomas of kenya, Karen",5,,544 m²,Mapema Properties
,"KSh 8,500,000","Yukos Kitengela, Kitengela",3,,506 m²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 20,000,000","Syokimau, Mombasa Road",4,,2950 ft²,The Manis Real Estate
,"KSh 150,000,000",Karen,5,,2 ac,Kenya Classic Homes
,"KSh 25,500,000",Ruiru,5,,5000 ft²,Litana Investments
,"KSh 150,000,000","Nyali Area, Nyali",4,,4047 m²,Furaha Properties
,"KSh 16,000,000",Langata,3,,,Offshore Properties
,"KSh 350,000,000","Kitisuru, Westlands",4,,3 ac,Pam Golding Properties
,"KSh 6,500,000",Kitengela,3,,,Halsey Realtors
,"KSh 45,000,000",Shanzu,4,,,Furaha Properties
,"KSh 200,000,000","dickdick gardens, Kileleshwa",4,,,Real Management Services(2002) Limited
,"KSh 5,500,000",Nakuru,3,,,Citiscape Valuers & Estate Agents Ltd
,"KSh 45,000,000",Kileleshwa,3,,,Coral Property International Ltd
,"KSh 12,000,000",Ruiru,4,,4000 ft²,Litana Investments
,"KSh 42,000,000","Nyali, Nyali Area",4,,3868 ft²,Benford Homes
,"KSh 7,250,000",Syokimau,3,,,Pam Golding Properties
,"KSh 12,500,000","Off North Airport road, Embakasi",4,,,Ryden International
,"KSh 42,000,000","Nyali Area, Nyali",5,,,Furaha Properties
,"KSh 63,000,000",Lavington,5,,,Pam Golding Properties
,"KSh 85,000,000","Vipingo Ridge, Vipingo",3,,,Sky Miles Properties
,"KSh 13,500,000",Kitengela,4,,3500 ft²,Leilach Properties
,"KSh 75,000,000","Pan Africa Insurance Lane, Runda, Westlands",5,,,Knight Frank Kenya
,"KSh 150,000,000","Bomas of kenya, Karen",5,,544 m²,Mapema Properties
,"KSh 130,000,000","Ndenge road, Karen",6,,544 m²,Mapema Properties
,"KSh 15,000,000",Nakuru County,3,,,Metrocosmo Limited
,"KSh 299,000,000","Runda, Westlands",5,,1400 m²,Gerryville Homes
,"KSh 20,000,000","Kibera Station road, Jamhuri",6,,,Offshore Properties
,"KSh 35,000,000",Kiambu Road,3,,,Crystal Valuers LTD
,"KSh 125,000,000","Lower Kabete, Westlands",5,,,Coral Property International Ltd
,"KSh 27,000,000",Thika,4,,,Landmark Realtors Ltd
,"KSh 6,000,000",Kitengela,3,,,Vector Afriq Properties Ltd
,"KSh 36,000,000","Nyali Area, Nyali",3,,,Furaha Properties
,"KSh 12,600,000","Eastern Bypass, Eastern ByPass, Ruiru",4,,,MK PROPERTIES
,"KSh 55,000,000","General Mathenge, Westlands",4,,3800 ft²,Abacus Property Consultants Ltd
,"KSh 12,500,000",Ngong,3,,464 m²,Litana Investments
,"KSh 18,000,000",Ruiru,4,,,Stop Properties Real Estate
,"KSh 7,500,000","Near oasis hospital mtwapa, Mtwapa",3,,,Kimachas Enterprises
,"KSh 6,500,000","Yukos, Kitengela",4,,450 m²,Homeken Limited
,"KSh 5,800,000",Kitengela,3,,140 m²,Halsey Realtors
,"KSh 61,000,000","Brookside, Westlands",4,,,Coral Property International Ltd
,"KSh 33,000,000",Ukunda,3,,,Furaha Properties
,"KSh 160,000,000","1 Lower Kabete road, Lower Kabete, Westlands",5,,7433 m²,Westside Real Estate
,"KSh 100,000,000","O, Bongani road, Karen",7,,544 m²,Mapema Properties
,"KSh 110,000,000","Runda, Westlands",4,,,Simkar Group Limited
,"KSh 32,900,000","Kahawa Sukari, Kahawa sukari, Roysambu",6,,,El Roi Properties
,"KSh 125,000,000","Loresho, Westlands",4,,,Arneel Homes
,"KSh 105,000,000","Hardy shopping, Karen Hardy",4,,,Yellow Market
,"KSh 120,000,000","Gigiri, Westlands",4,,,Stop Properties Real Estate
,"KSh 75,000,000","South of Mida Creek, Watamu",4,,2 ac,Knight Frank Kenya
,"KSh 27,000,000","Bombolulu Estate, Mombasa Island",3,,,Furaha Properties
,"KSh 12,000,000","Gikambura, Kikuyu",4,,,Realux Holding Limited
,"KSh 21,000,000","Ruiru, Eastern ByPass",4,,,MK PROPERTIES
,"KSh 12,500,000",Buruburu,3,,,Stop Properties Real Estate
,"KSh 80,000,000",Karen,5,,,Great Five Consultants
,"KSh 27,000,000",Kiambu Road,4,,,Blessed Shelters Agency
,"KSh 5,800,000","Kitengela, OLA petrol station",3,,,Skybraze homes
,"KSh 260,000,000","Lower Kabete, Westlands",5,,,Leti Realty Limited
,"KSh 35,000,000","Aloo drive, Creekside Beach, Mtwapa",4,,2000 m²,Sky Miles Properties
,"KSh 132,000,000","Jomo Kenyatta Road, Nyali Area, Nyali",6,,1 ac,Knight Frank Kenya
,"KSh 63,000,000",Karen,4,,,Pam Golding Properties
,"KSh 37,000,000","Parklands, Westlands",4,,,Arena Shelters
,"KSh 7,750,000","kangundo road, Joska, Kamulu Joska Malaa",3,,,Nairobi and Beyond Realty
,"KSh 27,000,000",Kiambu Town,3,,5000 ft²,Litana Investments
,"KSh 65,000,000",Kiserian,4,,,FAPCL Group
,"KSh 72,499,999","Apple Cross Road, Lavington",4,,,FAPCL Group
,"KSh 100,000,000","Runda, Westlands",4,,,Geoscape Global Limited
,"KSh 31,000,000","Westlands, Westlands Area",4,,,Premier Realty Estate Agents
,"KSh 40,000,000","Muthaiga North, Muthaiga",4,,,Crystal Valuers LTD
,"KSh 120,000,000","Kitisuru, Westlands",6,,,Bright Homes Management
,"KSh 12,500,000","Muigai, Kitengela",3,,245 m²,Cherd Africa LTD
,"KSh 18,000,000","232, Membley, Ruiru",4,,,Executive Living Africa Ltd
,"KSh 27,000,000",Langata,5,,,Pam Golding Properties
,"KSh 75,000,000","Kuro road, Karen",7,,544 m²,Mapema Properties
,"KSh 8,500,000","Creekside area, Aloo drive, Mtwapa",3,,500 ft²,Sky Miles Properties
,"KSh 11,700,000","Ngina Homes Off Mashinani Road, Ruiru",3,,1760 m²,Royani Properties Limited
,"KSh 54,000,000",Lavington,5,,,Coral Property International Ltd
,"KSh 56,000,000","Brookside, Westlands",4,,300 m²,Splendour Real Estate
,"KSh 69,000,000",Lavington,4,,,Pam Golding Properties
,"KSh 80,000,000","Runda, Westlands",4,,,Pam Golding Properties
,"KSh 12,500,000",Kajiado County,4,,260 m²,Splendor Holdings
,"KSh 80,000,000",Karen,4,,,Tiki Properties
,"KSh 18,000,000","Rironi, Limuru",4,,,Jusa Homes Limited
,"KSh 75,000,000",Thindigua,,,,Hold Piece Ltd
,"KSh 16,500,000","Bamburi, Mombasa CBD, Mombasa Island",4,,3210 ft²,Benford Homes
,"KSh 5,500,000",Kitengela,4,,,Kraft Fiction
,"KSh 6,200,000","Yukos, Kitengela",4,,,Skybraze homes
,"KSh 64,000,000",Kiambu Town,5,,4262 ft²,Litana Investments
,"KSh 13,000,000",Buruburu,3,,,Tysons Limited
,"KSh 7,500,000","Utange, Bamburi",3,,480 m²,Samfrance properties
,"KSh 49,000,000",Kilimani,4,,,Pam Golding Properties
,"KSh 35,000,000","Nyali Area, Nyali",4,,,Furaha Properties
,"KSh 12,600,000","Eastern ByPass, Ruiru",4,,,Everland Properties
,"KSh 35,000,000",Syokimau,5,,465 m²,Pam Golding Properties
,"KSh 55,000,000",Kilimani,4,,,Pam Golding Properties
,"KSh 75,000,000","Masai west road, Karen",4,,544 m²,Mapema Properties
,"KSh 25,000,000",Ruiru,4,,464 m²,Litana Investments
,"KSh 200,000,000","2, Off Ruaka Rd, Runda, Westlands",5,,,Blue Zone Properties
,"KSh 39,000,000",Mtwapa,3,,,Benford Homes
,"KSh 23,000,000",Mtwapa,5,,,Mombasa Real Estate Agencies Ltd
,"KSh 7,500,000",Imara Daima,2,,,Metrocosmo Limited
,"KSh 125,000,000","Loresho, Westlands",4,,,Arneel Homes
,"KSh 123,000,000","Spring valley road, Spring Valley, Westlands",3,,1 ac,Pam Golding Properties
,"KSh 99,000,000","O, Karen",5,,540 m²,Mapema Properties
,"KSh 211,840,000","Spring Valley, Westlands",4,,,Coral Property International Ltd
,"KSh 72,000,000",Karen,5,,,Stop Properties Real Estate
,"KSh 32,000,000","Runda Paradise, Kiambu Road",4,,,Royani Properties Limited
,"KSh 29,000,000",Kiambu Road,5,,,Villawatch Limited
,"KSh 27,000,000",Lavington,3,,,Lavington Property Management
,"KSh 65,000,000",Kiambu Road,5,,,Pam Golding Properties
,"KSh 121,000,000",Lavington,6,,700 m²,Jubilee Real Estate
,"KSh 10,000,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 49,500,000",Karen,4,,,Lenora Real Estate
,"KSh 45,000,000",Thika,6,,,Pam Golding Properties
,"KSh 95,000,000","O, Karen ololua, Karen",5,,540 m²,Mapema Properties
,"KSh 140,000,000","Nyari, Westlands",6,,,Pam Golding Properties
,"KSh 38,000,000","Mwingi Court, Mwingi Road, Kileleshwa",5,,,Crestace Real Estate Ltd
,"KSh 600,000,000","Runda, Westlands",5,,,Leti Realty Limited
,"KSh 14,500,000",Syokimau,4,,,Karengata Property Managers
,"KSh 35,000,000",Kisauni,5,,,Furaha Properties
,"KSh 100,000,000","Lower Kabete, Westlands",5,,,Dakima Home International
,"KSh 7,500,000","shanzu, Shanzu",2,,890 ft²,Benford Homes
,"KSh 48,000,000","Rhapta Road, Westlands",5,,,Citiscape Valuers & Estate Agents Ltd
,"KSh 6,500,000",Ongata Rongai,3,,5000 ft²,Litana Investments
,"KSh 56,000,000",Mtwapa,4,,1 ac,Furaha Properties
,"KSh 96,000,000","Runda, Westlands",4,,,Royal Properties Market Limited
,"KSh 6,500,000",Ngong,4,,2500 ft²,Leilach Properties
,"KSh 110,000,000","Hardy ushirka road, Karen",5,,544 m²,Mapema Properties
,"KSh 80,000,000","O, Karen",4,,540 m²,Mapema Properties
,"KSh 36,000,000",Langata,4,,,
,"KSh 68,000,000","Lower Kabete, Westlands",5,,,Pam Golding Properties
,"KSh 22,500,000",Ngumo Estate,3,,,Tysons Limited
,"KSh 28,500,000",Kiambu Road,4,,,Nairobi and Beyond Realty
,"KSh 20,295,000",Kiambu Road,3,,372 m²,Blessed Shelters Agency
,Price not communicated,"Parklands, Westlands",4,,,Coral Property International Ltd
,"KSh 6,250,000","Near JKUAT, Juja",3,,,Mizizi Africa Homes
,"KSh 43,000,000","Westlands Area, Westlands",4,,,Coral Property International Ltd
,"KSh 26,000,000",South C,4,,,Villawatch Limited
,"KSh 6,200,000",Kitengela,3,,5000 ft²,Litana Investments
,"KSh 28,000,000","Nyali Area, Nyali",3,,,Mombasa Real Estate Agencies Ltd
,"KSh 5,850,000",Juja,3,,,Hold Piece Ltd
,"KSh 180,000,000","Runda, Westlands",4,,,
,"KSh 100,000,000","Bomas of Kenya, Karen",5,,500 m²,Mapema Properties
,"KSh 22,500,000","Mtwapa, Gasaro",8,,500 m²,Sky Miles Properties
,"KSh 15,500,000",Syokimau,4,,300 m²,Jayhenrys Holdings Limited
,"KSh 64,000,000","Nyali Area, Nyali",4,,,Joslink Property Group
,"KSh 110,000,000",Lavington,6,,,The Closers Homes Limited
,"KSh 60,000,000","Lavington Green, Lavington",4,,,Lavington Property Management
,"KSh 35,000,000","Waiyaki Way, Westlands",4,,,Coral Property International Ltd
,"KSh 73,000,000","Gated Community with a Barrier, Karen",4,,,Trendy Living
,"KSh 185,000,000","Mushroom gardens estate, Kiambu Road",7,,,Villawatch Limited
,"KSh 118,500,000","Loresho, Westlands",5,,7800 ft²,Homeowners Eye
,"KSh 34,000,000","Parklands, Westlands",4,,,Coral Property International Ltd
,"KSh 13,550,000",Kenyatta Road,4,,,MK PROPERTIES
,"KSh 14,000,000","Kiembeni, Bamburi",3,,,Furaha Properties
,"KSh 45,000,000","Loresho Ridge, Loresho, Westlands",4,,,Lavington Property Management
,"KSh 7,500,000","Mugutha, Ruiru",3,,320 m²,Jayhenrys Holdings Limited
,"KSh 24,500,000",Ngong,4,,,Crestace Real Estate Ltd
,"KSh 65,000,000","Muthangari, Kabarsarian Drive, Lavington",4,,,Zyve
,"KSh 50,000,000",Thindigua,4,,,HomePlus Realtors Ltd
,"KSh 100,000,000",South C,6,,,Pam Golding Properties
,"KSh 125,000,000",Lavington,6,,,Olympia Gold Real Estate
,"KSh 66,000,000","Chalbi Drive, Lavington",4,,34 m²,Coral Property International Ltd
,"KSh 150,000,000",Karen,6,,,Simkar Group Limited
,"KSh 270,000,000","Lower Kabete, Westlands",5,,,Sky Limits Ventures
,"KSh 38,000,000","Loresho, Westlands",4,,,Keensell Ventures LTD
,"KSh 65,000,000","chaalbi drive, Lavington",4,,,KLML Realtors
,"KSh 7,500,000","Greenwood Mtwapa, Mtwapa",3,,,BLISS HOMES
,"KSh 15,500,000",Syokimau,4,,,Rockfield Management Ltd
,"KSh 45,000,000","Nyali, Nyali Area",4,,3500 m²,Ogaye Enterprises
,"KSh 20,000,000","Mugutha, Ruiru, Mugutha area",4,,250 m²,Westside Real Estate
,"KSh 42,000,000",Lavington,5,,,Marini Homes
,"KSh 67,000,000",Karen,4,,,Kenya Classic Homes
,"KSh 60,000,000","Riverside, Westlands",4,,,Halifax Estate Agency
,"KSh 39,999,000","Anmer, Kiambu Road",4,,350 m²,El Roi Properties
,"KSh 128,000,000","Kitisuru, Westlands",6,,,Kenya Valuers & Estate Agents
,"KSh 48,000,000",Kileleshwa,5,,500 m²,Pam Golding Properties
,"KSh 6,800,000",Ongata Rongai,3,,4000 ft²,Litana Investments
,"KSh 110,000,000",Lavington,4,,,Pam Golding Properties
,"KSh 115,000,000",Karen,4,,,Sky Limits Ventures
,"KSh 7,500,000","Mtwapa Weigh Bridge, Oasis Hospital, Mtwapa",3,,,BLISS HOMES
,"KSh 50,000,000","Westlands Area, Westlands",5,,,Pam Golding Properties
,"KSh 25,000,000",Athi River,4,,179 m²,Tysons Limited
,"KSh 6,000,000",Juja,3,,222 m²,Litana Investments
,"KSh 116,000,000","windy ridge, Karen",4,,,Kenya Classic Homes
,"KSh 70,000,000","Spring Valley, Westlands",5,,,Coral Property International Ltd
,"KSh 16,500,000","0415p/416p, Mai Mahiu Road, South C",3,,1897 ft²,Ace Realtors Limited
,"KSh 14,850,000","2060, Malindi",3,,,Palmville Realtors
,"KSh 15,000,000",Kisauni,3,,,Furaha Properties
,"KSh 60,000,000","Green Park at Great Rift Valley Lodge, Naivasha",3,,,Ryden International
,"KSh 40,000,000","Loresho, Westlands",4,,,HassConsult
,Price not communicated,Watamu,4,,,Knight Frank Kenya
,"KSh 12,980,000","Nyali Area, Nyali",3,,,Joslink Property Group
,"KSh 17,500,000","Tigoni, Limuru",4,,,Pam Golding Properties
,"KSh 11,250,000","Kamakis, Ruiru",4,,,
,"KSh 4,500,000",Kitengela,3,,,RockSand Homes
,"KSh 65,000,000",Lavington,4,,,HassConsult
,"KSh 110,000,000","Karen hardy, Karen",6,,540 m²,Mapema Properties
,"KSh 40,000,000",Ngong,5,,3000 ft²,Leilach Properties
,"KSh 36,500,000",Ruiru,4,,464 m²,Litana Investments
,"KSh 50,000,000",Ngong Road,5,,,Jakharris Africa Ltd
,"KSh 35,000,000","Loresho, Westlands",4,,3500 ft²,Nuru Breeze Homes Realty Limited
,"KSh 16,000,000",Syokimau,4,,297 m²,Litana Investments
,"KSh 85,000,000",Thika,4,,,Pam Golding Properties
,"KSh 120,000,000","Kinanda Rd, Kitisuru, Westlands",6,,,Sky Limits Ventures
,"KSh 12,500,000","Kiembeni Estate, Mombasa CBD, Mombasa Island",4,,,Furaha Properties
,"KSh 6,500,000",Ongata Rongai,3,,4000 ft²,Litana Investments
,"KSh 12,000,000","Bustani Villas - Mombasa Road, Mombasa Road",3,,,Zyve
,"KSh 21,000,000","Nyali Area, Nyali",4,,,Furaha Properties
,"KSh 155,000,000","Runda, Westlands",6,,,Falcon Sight Properties
,"KSh 46,000,000","Loresho, Westlands",4,,,Leti Realty Limited
,"KSh 6,000,000",Ongata Rongai,3,,2500 m²,Leilach Properties
,"KSh 65,000,000","Links road, Nyali Area, Nyali",4,,3000 m²,Samfrance properties
,"KSh 8,500,000",Ngong,3,,,Leilach Properties
,"KSh 20,000,000",Syokimau,4,,,Rashford Properties
,"KSh 14,500,000",Kileleshwa,3,,1527 ft²,Litana Investments
,"KSh 10,500,000","Kitisuru, Westlands",3,,,KLML Realtors
,"KSh 32,000,000","Runda, Westlands",4,,,Splendor Holdings
,"KSh 120,000,000","Gigiri, Westlands",5,,,Coral Property International Ltd
,"KSh 29,000,000",Kiambu Road,4,,557 m²,Blessed Shelters Agency
,"KSh 36,000,000",Ukunda,4,,,Furaha Properties
,"KSh 40,000,000","shanzu, Shanzu",3,,2180 ft²,Benford Homes
,"KSh 47,000,000","School lane, Westlands Area, Westlands",4,,,Halifax Estate Agency
,"KSh 45,000,000","Kitisuru, Westlands",6,,,Coral Property International Ltd
,"KSh 8,000,000",Athi River,3,,222 m²,Litana Investments
,"KSh 12,500,000","Kitengela Town, Kitengela",4,,200 m²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 10,500,000","Namanga Road, Kitengela near GMC, Kitengela",3,,165 m²,Westside Real Estate
,"KSh 36,000,000",Ongata Rongai,6,,3000 ft²,Leilach Properties
,"KSh 26,000,000",South C,4,,,Canaan Properties
,"KSh 110,000,000","Gigiri, Westlands",4,,,Pam Golding Properties
,"KSh 14,000,000","Ruiru Githunguri Road, Tatu City, Ruiru",5,,257 m²,
,"KSh 20,000,000","Nyali Area, Nyali",3,,,Furaha Properties
,"KSh 16,000,000",Langata,3,,,Pam Golding Properties
,"KSh 64,000,000",Karen,5,,,Tiki Properties
,"KSh 5,500,000",Kitengela,3,,,Homeken Limited
,"KSh 40,000,000","galana road, Kilimani",5,,,Halifax Estate Agency
,"KSh 5,200,000",Bamburi,2,,480 m²,Samfrance properties
,"KSh 118,940,000","Windy Ridge, Karen",4,,,Knight Frank Kenya
,"KSh 65,000,000",Lavington,4,,398 m²,Glo Realtors
,"KSh 7,500,000","Mzambaraoni, Mtwapa",3,,,Kimachas Enterprises
,"KSh 14,000,000","A 104, Mombasa Road, Athi River",3,,,PMM Properties
,"KSh 37,000,000","Kencom Sacco, Kiambu Road",4,,,Royani Properties Limited
,"KSh 6,000,000",Kitengela,3,,1800 ft²,Leilach Properties
,"KSh 15,500,000",Ongata Rongai,4,,5000 ft²,Litana Investments
,"KSh 40,000,000","Links road, Nyali Area, Nyali",4,,3853 ft²,Samfrance properties
,"KSh 160,000,000","Nyali Area, Nyali",9,,,Joslink Property Group
,"KSh 120,000,000",Karen,5,,,Kenya Classic Homes
,"KSh 5,850,000","500mtrs OFF Kangundo Road, Kamulu, Joska, Kamulu Joska Malaa",3,,120 m²,CASTLE VILLAS LIMITED
,"KSh 21,817,000",Kiambu Road,3,,,
